description,dpl_tag
Occupational health service – September 2025,DPL025
Non-bank interest and similar CHARGES – Jul 2024,DPL076
Rent review uplift – Reading HQ – 2025,DPL055
Agent commission – Jun 2025,DPL012
REF-18056 – Facility repair costs – Global Services Inc,DPL047
Professional fees – regulatory matter – 2026,DPL038
Off payroll revenue – JNL-10940 – 2024,DPL070
Inter-company interest RECEIVABLE – Northern Division – 2026,DPL075
Release of restructuring provision – November 2025,DPL018
Property portfolio fair value adjustment – 2024,DPL020
Royalty payment to IP Asset Management Ltd – October 2023,DPL060
Expenditure transferred to Falcon project balance sheet,DPL042
CJRS furlough grant received – November 2024,DPL071
IP legal costs – Eversheds Sutherland – June 2026,DPL038
Off payroll revenue – PO-17948 – 2023,DPL070
Interest income received from JP Morgan savings account,DPL006
Fire safety inspection expense – Reading HQ,DPL025
Prime Solutions – Strategy consulting services – March 2023,DPL009
Outsourced payroll processing fees – October 2025,DPL049
Intangible asset disposal gain – JNL-72375,DPL021
Late payment penalty – PO-99259,DPL015
DB scheme deficit contribution – September 2023,DPL051
Interest on term deposit – Standard Chartered – November,DPL006
Service fee income – Atlas Holdings – Feb,DPL045
IFRS 16 right-of-use asset impairment – 2025,DPL029
Grant Thornton management consulting – Falcon project,DPL009
Investment property revaluation gain – Nov 2024,DPL020
Staff medical benefit – September,DPL048
Cold storage facility costs – January,DPL069
Dividend income from Eastern Region Ltd – Jul 2023,DPL030
Office supplies and administration costs – December 2024,DPL046
ERP system amortisation – HashiCorp – May 2026,DPL002
Loan receivable write-off – INV-27031,DPL039
Depreciation – office furniture and equipment – September 2026,DPL010
Off payroll working costs – Sales – Sep,DPL073
Currency translation loss on EUR balances – Apr,DPL043
Discount unwind on legal claims provision – 2024,DPL067
Capital grant amortisation – Jan 2023,DPL024
Plant and equipment maintenance – January,DPL047
Postage and courier costs – March 2024,DPL054
Asset demerger – distribution to shareholders – 2026,DPL040
Bad debt expense – overdue receivable JNL-89372,DPL004
CA 2006 s.366 political donation – Conservative Party – 2024,DPL053
Restart grant received – Jan 2026,DPL072
Change in finished goods inventory – July 2023,DPL032
IP royalty – INV-74865 – 2023,DPL060
Finance EXPENSE – lease – IFRS 16 – Jan 2023,DPL057
Tax due diligence – Moore Kingston Smith – 2023,DPL003
Introducer fee – Horizon Partners – 2026,DPL012
Tax due diligence – EY – 2024,DPL003
PO-79398 – Broadband and telephony – EE,DPL064
Group pension scheme payments – Feb 2024,DPL052
VAT blocked – business entertainment – October,DPL036
Present value unwinding – dilapidation provision – October 2023,DPL067
Interest INCOME on inter-company balance – Jul 2026,DPL075
Present value unwinding – restructuring provision – Jul 2023,DPL067
Third party sales commission – JNL-40718,DPL012
Internal labour capitalised – Phoenix project – Dec,DPL050
Broiler chicken stock fair value – Jun,DPL019
Corporate mobile plan – R&D – April,DPL064
Mark-to-market GAIN – total return swap – December,DPL013
Customer list disposal – gain/(loss) – 2024,DPL021
Online data subscription – Bloomberg – 2024,DPL063
Construction in progress impairment – 2024,DPL029
DB scheme deficit contribution – June 2024,DPL051
Fixed line rental – EE – 2023,DPL064
Administration and operational costs – IT – PO-23294,DPL046
Contract penalty charge – EXP-67864,DPL015
Revenue cost reclassified to capital – EXP-92380,DPL042
Release of restructuring provision – November 2026,DPL018
Machinery depreciation – IT – January,DPL010
Deep clean – Sheffield site – Dec,DPL008
Badwill credit – Holdco Ltd acquisition – 2025,DPL023
Donation disclosed under CA 2006 – SNP – 2024,DPL053
Travel reimbursement – employee expense claim – REF-45733,DPL065
Intercompany loan written off – Southern Operations – 2024,DPL039
EXP-41670 – Mazars audit services FY2023,DPL003
Present value unwinding – warranty provision – July 2024,DPL067
Currency translation difference – Jul 2024,DPL043
Online data subscription – Lexis Nexis – 2023,DPL063
Non-recoverable VAT charge – Jun 2023,DPL036
Social media advertising spend – June 2025,DPL001
Finance CHARGE – lease liability – Jan 2024,DPL057
Investment portfolio FVTPL GAIN – September 2023,DPL013
Non-bank interest CHARGE payable – Sep 2025,DPL076
Employers liability insurance – 2025,DPL033
Bargain purchase gain on Subsidiary A acquisition – 2023,DPL023
Restart grant received – April 2026,DPL072
Unwinding of present value adjustment – decommissioning provision – 2024,DPL067
Day-to-day operational admin expenses – Operations,DPL046
Cattle herd fair value uplift – 2023,DPL019
Gross wages – IT – May 2023,DPL068
Product sales – Finance – January 2026,DPL066
IAS 29 hyperinflation adjustment – NOK functional currency – 2025,DPL026
Audit planning fees – Crowe – August,DPL003
Foreign exchange revaluation gain – December 2024,DPL043
Pollution remediation costs – Sheffield site,DPL011
Warehouse lease payment – September 2025,DPL055
Finance EXPENSE – lease – IFRS 16 – July 2023,DPL057
Derivative liability fair value CHARGE – July 2024,DPL014
Facilities cleaning – Leeds depot – Jun,DPL008
Client dinner – Titan Industries – February,DPL041
Franking machine and postage – November,DPL054
Loan note interest RECEIVED – Jun,DPL075
Auto-enrolment pension contribution – June 2023,DPL052
"Write-off of irrecoverable debt – USD 2,968",DPL004
EXP-36211 – Service income – Meridian PLC,DPL066
Unallocated expense – JNL-29558,DPL074
Technology licence fee – TechIP Group – Mar,DPL060
Warehouse storage charges – August 2026,DPL069
Treasury deposit interest – Apr 2025,DPL006
Biodiversity net gain costs – 2025,DPL011
Sporting event hospitality – February 2023,DPL041
Third party sales commission – AP-56153,DPL012
Campaign contribution – Labour Party – 2026,DPL053
Intra-group interest EXPENSE – Southern Operations – Aug,DPL076
Defined benefit pension scheme – service cost – August 2026,DPL051
Office cleaning services – Apr 2024,DPL008
Inter-company interest PAYABLE – Western Trading Ltd – 2026,DPL076
Impairment of investment in European Division – 2025,DPL027
Non-operating gain on compulsory purchase – 2023,DPL044
Treasury deposit interest – November 2024,DPL006
HVAC system maintenance – Sheffield site – 2025,DPL047
REF-48239 – Digital marketing services,DPL001
Bad debt write-off – customer REF-77385,DPL004
Audit planning fees – Moore Kingston Smith – July,DPL003
Disposal proceeds less carrying value – NewCo Ltd – 2023,DPL017
Non-cash asset distribution declared – 2023,DPL040
Intercompany loan written off – Northern Division – 2024,DPL039
Rail travel – Marketing staff – Sep,DPL065
Contract drafting fees – Herbert Smith Freehills – Oct,DPL038
Foreign currency conversion fee – Metro Bank,DPL005
Outsourced payroll processing fees – August 2023,DPL049
Sale of IT equipment – gain/(loss) – AP-41631,DPL022
Employee benefits expense – Aug 2024,DPL048
Unallocated other costs – October 2023,DPL074
Share option expense – IFRS 2 charge – January 2025,DPL062
Sales commission – external agent – February 2023,DPL012
Janitorial services – June 2025,DPL008
PPE depreciation charge for period,DPL010
Irrecoverable VAT on entertainment – Jun,DPL036
Office cleaning services – May 2024,DPL008
Training and development – R&D – 2026,DPL048
Service fee income – Apex Group – Feb,DPL045
Goodwill impairment charge – European Division CGU – 2025,DPL028
Deep clean – Liverpool depot – Aug,DPL008
Tax due diligence – KPMG – 2025,DPL003
IAS 29 restatement of non-monetary assets – 2026,DPL026
Finance lease RECEIVABLE interest INCOME – Feb 2026,DPL058
IAS 36 annual impairment test charge – JV Entity – 2024,DPL028
Commercial property revaluation gain – Edinburgh branch,DPL020
PO-44273 – Broadband and telephony – Three,DPL064
Subscription revenue – February 2023,DPL066
EXP-24791 – Zurich – property insurance,DPL033
IFRS 16 lease liability – interest and depreciation – Feb,DPL055
Dairy herd biological asset revaluation – Nov 2024,DPL019
Corporate legal services – acquisition support – Slaughter and May,DPL038
Fundraising event costs – Action Aid – Jul,DPL007
Payroll run – Apr 2026 – HR,DPL068
Depreciation – office furniture and equipment – Nov 2026,DPL010
Property maintenance charge – Bristol office,DPL047
Corporation tax return preparation fees – Crowe,DPL003
General admin overhead charge – Dec,DPL046
IR35 deemed employment receipt – Aug,DPL070
Deep clean – Bristol office – Aug,DPL008
PPE impairment reversal – 2026,DPL029
Training and development – Marketing – 2026,DPL048
Pre-tax gain on non-operating activity – 2023,DPL044
CJRS claim – Procurement – Jan 2026,DPL071
PV unwinding – warranty provision – 2026,DPL067
Intercompany loan written off – Asia Pacific Holdco – 2024,DPL039
Internal labour capitalised – Project Zeta project – Nov,DPL050
R&D staff costs – R&D – Apr,DPL056
Realised fair value GAIN on inflation swap – 2024,DPL013
Referral commission paid – EXP-60774,DPL012
Manned guarding services – November 2025,DPL061
Farm livestock revaluation – IAS 41 – 2024,DPL019
Non-cash dividend – Asia Pacific Holdco shares – 2025,DPL040
Farm livestock revaluation – IAS 41 – 2023,DPL019
CJRS claim – HR – Feb 2024,DPL071
Courier and express delivery – Nov 2025,DPL016
Client dinner – Apex Group – Aug,DPL041
Current account charges – HSBC – October,DPL005
"Import freight costs – USD 29,391",DPL016
PR agency fees – June 2024,DPL001
PAYE payroll cost – Oct 2025,DPL068
Bargain purchase element – Subsidiary A – 2026,DPL023
Listed equity dividend received – January 2026,DPL030
IAS 29 restatement of non-monetary assets – 2023,DPL026
CJRS claim – Facilities – Mar 2026,DPL071
Service fee income – Sterling PLC – Mar,DPL045
Unallocated expense – AP-39481,DPL074
Redundancy costs – IT – 2026,DPL059
PwC management consulting – Titan project,DPL009
Office closure costs – Manchester office – 2023,DPL059
Amortisation – Project Zeta software – Feb 2023,DPL002
Outbound shipping costs – November,DPL016
Operational income adjustment – January 2024,DPL045
Fundraising event costs – Action Aid – Aug,DPL007
Depreciation – office furniture and equipment – October 2023,DPL010
Referral commission paid – AP-28525,DPL012
Overseas withholding tax – September 2023,DPL031
Santander current account interest income – Jun,DPL006
Gross wages – Finance – May 2026,DPL068
Licence fee income – Halcyon Partners – 2024,DPL066
Listed equity dividend received – Feb 2024,DPL030
Stationery purchase – Pinewood Ltd – 2025,DPL054
Income from ancillary activities – 2024,DPL045
REF-72591 – Cleaning contractor – Horizon Partners,DPL008
Dairy herd biological asset revaluation – Nov 2026,DPL019
Audit planning fees – Moore Kingston Smith – Aug,DPL003
Administration and operational costs – Sales – REF-90746,DPL046
Mobile phone contract costs – Aug 2025,DPL064
Monthly depreciation charge – plant and machinery – Dec 2025,DPL010
Corporate mobile plan – HR – February,DPL064
Impairment of investment in Holdco Ltd – 2026,DPL027
Janitorial services – Aug 2025,DPL008
Related party loan interest CREDITED – 2025,DPL075
Intangible asset disposal gain – REF-85624,DPL021
VoIP telephony costs – Jul 2026,DPL064
Off payroll contractor cost – EXP-97013,DPL073
Legal provision released – PO-13009,DPL018
Revenue cost reclassified to capital – REF-67050,DPL042
IFRS 16 lease liability – interest and depreciation – Mar,DPL055
Management fee recharge from Ultimate Parent Corp – April 2023,DPL034
Business rates – London HQ – Q1 2026,DPL055
Inter-company IT service recharge – November,DPL034
