description,dpl_tag
Property fund valuation gain – Aug 2024,DPL020
Shared services cost recharge – Procurement – 2024,DPL034
Waste disposal and environmental fees – October 2024,DPL011
Finance lease RECEIVABLE interest INCOME – Mar 2023,DPL058
Back-office administration costs – September 2026,DPL046
Off payroll contractor cost – AP-53342,DPL073
Property maintenance charge – Glasgow office,DPL047
Employee benefits expense – Jul 2026,DPL048
H&S training costs – Feb 2026,DPL025
One-off non-operating gain – Oct 2024,DPL044
Share option expense – IFRS 2 charge – March 2026,DPL062
VAT compliance services – July 2024,DPL003
Software licence renewal – Procurement – 2024,DPL037
Sales commission – external agent – Jun 2026,DPL012
VAT blocked – business entertainment – Feb,DPL036
Interest on HSBC term loan – 2024,DPL035
R&D tax credit received – 2025,DPL024
Political expenditure – SNP – 2024,DPL053
Impairment of investment in NewCo Ltd – 2026,DPL027
Franking machine and postage – August,DPL054
Impairment of investment in Western Trading Ltd – 2026,DPL027
Professional body membership – December 2023,DPL063
Equity derivative mark-to-market LOSS – May,DPL014
Outsourced IT support – Nov 2026,DPL049
IFRS 3 reassessment gain – Eastern Region Ltd – 2023,DPL023
Residual finance INCOME credited – Nov 2024,DPL058
Deemed employment income – IR35 – June 2026,DPL070
Amortisation – customer relationship intangible – 2025,DPL002
Google Ads campaign – Q2 2025 – Operations,DPL001
Corporate hospitality costs – Nov,DPL041
Bad debt expense – overdue receivable EXP-60686,DPL004
Other costs – not elsewhere classified – 2023,DPL074
Realised foreign exchange loss – JNL-37501,DPL043
R&D staff costs – Marketing – October,DPL056
IAS 40 investment property uplift – 2025,DPL020
Listed equity dividend received – Sep 2024,DPL030
Warehouse lease payment – March 2026,DPL055
Overseas withholding tax – September 2024,DPL031
Building repairs and maintenance – March 2023,DPL047
Operational overhead – administration and facilities – 2025,DPL046
Trade show and exhibition expenses – 2023,DPL001
PPE impairment reversal – London HQ – 2024,DPL029
Operational income adjustment – December 2025,DPL045
Corporate social responsibility donation – June 2026,DPL007
Dividend income from NewCo Ltd – Mar 2024,DPL030
Leasehold improvements depreciation charge – Apr,DPL010
Business insurance – Liberty Mutual – December 2025,DPL033
"Write-off of irrecoverable debt – EUR 1,986",DPL004
Revenue cost reclassified to capital – AP-56289,DPL042
Off payroll contractor cost – AP-45122,DPL073
Cumulative price index restatement – Northern Division – 2024,DPL026
NEST / defined contribution pension – Apr,DPL052
Current account charges – RBS – Mar,DPL005
Residual finance INCOME – Apr 2023,DPL058
Environmental audit costs – Prime Solutions – 2023,DPL011
Acquired intangible impairment – Subsidiary A – 2026,DPL028
Inventory write-down – 2025,DPL032
Outsourced payroll processing fees – March 2024,DPL049
Influencer marketing costs – Sep,DPL001
Equity investment write-down – JV Entity – Dec,DPL027
Outsourced HR services – Sep 2023,DPL049
Subscription revenue – November 2024,DPL066
Workplace pension – December 2024,DPL052
Property impairment charge – Glasgow office – 2023,DPL029
Operating income – reimbursement received – AP-27138,DPL045
Finance EXPENSE – lease – IFRS 16 – March 2025,DPL057
DC pension employer contribution – Operations – March,DPL052
IAS 29 indexation gain – Apr 2024,DPL026
IT consultancy project fees – 2024,DPL009
Print room costs – London HQ – 2023,DPL054
Licence amortisation – SAP platform – 2026,DPL002
Facilities cleaning – Sheffield site – November,DPL008
Staff costs transferred to capital project – Jun 2025,DPL050
Dividend income from Subsidiary A – April 2025,DPL030
Negative mark-to-market movement – inflation swap – 2026,DPL014
Intangible asset disposal gain – JNL-62499,DPL021
Administration and operational costs – Finance – JNL-41521,DPL046
Non-cash return of value to shareholders – 2023,DPL040
Operating income – reimbursement received – PO-17762,DPL045
Employee redundancy payments – April 2023,DPL059
Restart grant received – September 2025,DPL072
IFRS 3 day-one bargain purchase gain – US Operations Inc – 2023,DPL023
Interest PAYABLE on related party loan – February,DPL076
Irrecoverable VAT on entertainment – Nov,DPL036
Vehicle fleet disposal – gain on sale – 2026,DPL022
Sales revenue – June 2023,DPL066
Cold storage facility costs – January,DPL069
Road haulage – DB Schenker – Nov,DPL016
Hedging instrument LOSS – currency option – 2024,DPL014
Tax due diligence – RSM – 2026,DPL003
Fundraising event costs – NSPCC – March,DPL007
Broker commission expense – December,DPL012
Biological assets revaluation loss – 2023,DPL019
Related party loan interest CREDITED – 2024,DPL075
Finance cost – unwinding of provision discount – 2024,DPL067
Listed equity dividend received – January 2026,DPL030
Goodwill write-down – Subsidiary A CGU – 2023,DPL028
"Write-off of irrecoverable debt – USD 678,482",DPL004
COVID-19 recovery grant – 2025,DPL072
Channel partner commission – Oct,DPL012
JNL-42320 – Broadband and telephony – Sky Business,DPL064
Current account charges – Wells Fargo – Oct,DPL005
Inter-company management charge – INV-64091,DPL034
FX loss on USD settlement – AP PO-19775,DPL043
Hyperinflationary economy restatement – Asia Pacific Holdco – 2024,DPL026
Internal labour capitalised – Falcon project – January,DPL050
Capitalised internal engineering costs – May,DPL050
Excess fair value recognised in P&L – Eastern Region Ltd – 2023,DPL023
PO-28189 – Cleaning contractor – Apex Services,DPL008
"Write-off of irrecoverable debt – EUR 9,040",DPL004
Subsistence expenses – IT – Jan,DPL065
Equity derivative mark-to-market LOSS – April,DPL014
Flight booking – business trip – July 2023,DPL065
Prototype development expense – Apollo – 2024,DPL056
Prototype development expense – Aurora – 2023,DPL056
IAS 29 indexation gain – Sep 2026,DPL026
"Debt interest expense – CHF 59,991 facility – 2026",DPL035
Management fee recharge from Treasury Centre Ltd – May 2026,DPL034
Residual finance COSTS – Jan 2023,DPL057
Director loan impairment charge – 2025,DPL039
Release of restructuring provision – July 2025,DPL018
Business entertainment – restaurant – JNL-66141,DPL041
Introducer fee – Lakeside Corp – 2023,DPL012
Provision discount unwind – dilapidation provision – 2025,DPL067
Trade mark licence payment – Portfolio IP Ltd – 2024,DPL060
"Write-off of irrecoverable debt – USD 2,968",DPL004
Expenditure transferred to Horizon project balance sheet,DPL042
Discount unwind – legal claims provision – September 2025,DPL067
Investment write-down – Eastern Region Ltd shares – 2026,DPL027
Off payroll working costs – Procurement – Mar,DPL073
Trade receivable impairment charge – March 2024,DPL004
DB scheme deficit contribution – Mar 2024,DPL051
Restructuring advisory fees – Mazars – 2023,DPL059
Site rationalisation costs – Cardiff branch – 2026,DPL059
IFRS 5 discontinued operations gain – Holdco Ltd – 2026,DPL017
AP-75426 – IT support contract – HashiCorp,DPL037
Profit on disposal of motor vehicle – INV-93805,DPL022
Equity investment write-down – US Operations Inc – Apr,DPL027
Raw materials stock change – Apr,DPL032
Foreign currency conversion fee – JP Morgan,DPL005
Acquired intangible impairment – Eastern Region Ltd – 2024,DPL028
Outsourced HR services – July 2023,DPL049
IR35 deemed employee cost – REF-39390 – 2024,DPL073
Global Services Inc – managed services contract – August,DPL049
Bank interest debit – revolving credit facility – Jan,DPL035
Non-bank interest CHARGE payable – April 2024,DPL076
CA 2006 s.366 political donation – Labour Party – 2024,DPL053
Training and development – Operations – 2026,DPL048
Other charges – unspecified – REF-20624,DPL074
Bank service charges – March 2023,DPL005
R&D subcontractor costs – Prime Solutions,DPL056
Finance CHARGE – lease liability – December 2024,DPL057
DB scheme deficit contribution – July 2026,DPL051
Off payroll contractor cost – REF-23338,DPL073
Other finance INCOME – pension surplus – 2026,DPL058
Present value unwinding – environmental remediation provision – May 2023,DPL067
Disposal of Asia Pacific Holdco – after-tax gain – 2025,DPL017
Environmental audit costs – Sterling Group – 2023,DPL011
ERP system amortisation – SAP – Jan 2024,DPL002
Finance lease RECEIVABLE interest INCOME – January 2024,DPL058
IAS 41 bearer plant fair value – January 2023,DPL019
Compliance breach fine – 2026,DPL015
Hyperinflationary economy restatement – Subsidiary A – 2025,DPL026
Intercompany loan written off – Subsidiary A – 2026,DPL039
Warranty provision utilisation – September 2023,DPL018
INV-77888 – Government grant received – Catapult Innovation Fund,DPL024
Corporation tax return preparation fees – Crowe,DPL003
Contract penalty charge – EXP-27768,DPL015
Audit planning fees – BDO – Mar,DPL003
HR consultancy – restructuring project – 2023,DPL009
Present value unwinding – restructuring provision – April 2023,DPL067
Equity-settled SBP charge – 2024,DPL062
IFRS 5 discontinued operations gain – JV Entity – 2023,DPL017
Expense capitalised to work in progress – Oct 2026,DPL042
Interest on term deposit – Wells Fargo – Sep,DPL006
Interest charged on HSBC overdraft – January,DPL035
Outsourced HR services – January 2024,DPL049
Investment write-down – JV Entity shares – 2026,DPL027
Management fee recharge from Shared Services Co – Jun 2024,DPL034
Overseas withholding tax – May 2026,DPL031
Off payroll contractor cost – AP-89730,DPL073
Client entertainment – Dec 2024,DPL041
Warehouse storage charges – March 2026,DPL069
General repairs – Reading HQ – December 2026,DPL047
IFRS 5 held-for-sale disposal gain – Eastern Region Ltd – 2023,DPL017
Development cost capitalisation – December,DPL042
Payroll run – Aug 2025 – IT,DPL068
Group overhead recharge – Ultimate Parent Corp – Mar,DPL034
Flight booking – business trip – Feb 2025,DPL065
Deep clean – Glasgow office – Mar,DPL008
Recruitment fees – IT – 2026,DPL048
Redwood Partners – managed services contract – May,DPL049
Inter-company management charge – JNL-99139,DPL034
Postage and courier costs – September 2023,DPL054
Deferred consideration interest EXPENSE – 2025,DPL057
FVTPL asset revaluation LOSS – venture capital trust – 2023,DPL014
Foreign currency conversion fee – Wells Fargo,DPL005
Business insurance – Travelers – May 2023,DPL033
Management fee recharge from Group Services Ltd – Mar 2025,DPL034
Rent review uplift – Manchester office – 2024,DPL055
SaaS subscription – Databricks – Aug 2024,DPL037
Waste management and recycling costs – Reading HQ – 2023,DPL011
RSM management consulting – Horizon project,DPL009
Software subscription – VMware – November 2023,DPL063
Loan receivable write-off – AP-21899,DPL039
IFRS 3 reassessment gain – JV Entity – 2023,DPL023
IAS 29 indexation gain – Oct 2024,DPL026
Outbound shipping costs – Oct,DPL016
Contract drafting fees – CMS – Mar,DPL038
Listed equity dividend received – Mar 2023,DPL030
Equity investment write-down – Southern Operations – Sep,DPL027
Admin services overhead – Northfield Services – 2025,DPL046
Loss on disposal of plant and machinery – Jan 2026,DPL022
CJRS furlough grant received – Apr 2023,DPL071
Courier and express delivery – September 2024,DPL016
Building repairs and maintenance – Feb 2024,DPL047
Off payroll revenue – EXP-58054 – 2023,DPL070
Interest CHARGE on shareholder loan – May 2026,DPL076
Pinewood Ltd – managed services contract – Feb,DPL049
Equity investment write-down – Northern Division – March,DPL027
ERP system amortisation – AWS – Apr 2026,DPL002
Office cleaning services – March 2023,DPL008
Other COVID-19 grant income – 2024,DPL072
Currency translation difference – September 2025,DPL043
Warranty provision utilisation – August 2023,DPL018
Late payment penalty – PO-32018,DPL015
Distribution centre costs – Mar 2025,DPL069
